,symbol,date,enterpriseValue
12969,PHD.L,2020-01-31,4072746500.0
12970,PHE.L,2019-12-31,-103580.0
12971,PHG,2019-12-31,47450315840.0
12972,PHGE,2019-12-31,-17866395.9
12973,PHH,2018-06-30,46781734.47999996
12974,PHI,2019-06-30,8511516864.5827
12975,PHI.L,2020-01-31,19792061032.0
12976,PHI.SW,2019-06-30,42947864952.3
12977,PHI1.DE,2019-12-31,42497024841.35
12978,PHIA.AS,2019-12-31,42140935347.200005
12979,PHII,2019-03-31,123366500.0
12980,PHIIK,2019-03-31,113555000.0
12981,PHILIPCARB.NS,2019-09-30,23825620875.0
12982,PHIO,2019-12-31,-1603509.3400000008
12983,PHM,2019-12-31,12407567129.157
12984,PHM.L,2019-09-30,-774292.1152
12985,PHM7.DE,2019-12-31,108283346136.1731
12986,PHNX.L,2019-12-31,-2347000000.0
12987,PHO,2016-04-30,649767971.7
12988,PHO.TO,2019-12-31,110937260.84
12989,PHOENIXLTD.NS,2019-09-30,142543990775.16748
12990,PHOR.ME,2019-12-31,406607000000.0
12991,PHP.L,2019-12-31,-143100000.0
12992,PHR,2020-01-31,1085679604.0
12993,PHR.LS,2019-12-31,-17685226.0
12994,PHSC.L,2019-09-30,-688000.0
12995,PHT,2019-09-30,269424609.40000004
12996,PHTM.L,2019-10-31,-84794000.0
12997,PHUN,2019-12-31,49619050.0
12998,PHX,2019-12-31,217899027.33
12999,PHX.TO,2019-12-31,145302468.61
13000,PHYS,2019-12-31,2386092709.42
13001,PI,2019-12-31,557371802.173
13002,PIAC,2019-12-31,41812429.349999994
13003,PIC,2019-12-31,273163570.6
13004,PIC.BR,2019-12-31,91100000.0
13005,PICO,2019-12-31,200383479.99999997
13006,PID,2015-04-30,1734243000.0000002
13007,PID.PA,2019-12-31,34535000.0
13008,PIDILITIND.NS,2019-09-30,745095699737.5
13009,PIER.L,2019-12-31,-2212000.0
13010,PIF.TO,2019-12-31,326559162.75
13011,PIG.PA,2019-12-31,104440000.0
13012,PIH,2019-12-31,4985504.3999999985
13013,PIHPP,2019-12-31,-28509000.0
13014,PII,2019-12-31,7782689615.308
13015,PIIND.NS,2019-09-30,178363185143.5779
13016,PIKK.ME,2019-12-31,43838000000.0
13017,PILANIINVS.NS,2019-09-30,19146763102.243057
13018,PILITA.NS,2019-09-30,1184765000.0
13019,PIM,2019-09-30,2056725774.6
13020,PIN.L,2019-11-30,-145488000.0
13021,PINC,2019-12-31,2391232824.552
13022,PINE,2019-12-31,132159620.9
13023,PING,2019-12-31,1907985500.0
13024,PINS,2019-12-31,9833395440.0
13025,PIONDIST.NS,2019-09-30,3745306227.668125
13026,PIONEEREMB.NS,2019-09-30,923272627.4
13027,PIP.L,2019-12-31,-99000.0
13028,PIPR,2019-12-31,1071257187.4280002
13029,PIQ.AX,2019-06-30,26602769.4
13030,PIR,2019-11-30,564206960.0
13031,PIRI.L,2019-10-31,-261390.0
13032,PIRS,2019-12-31,137607440.0
13033,PITTIENG.NS,2019-09-30,1765489724.5
13034,PIXY,2019-11-30,13264558.799999999
13035,PIY,2013-06-30,72428000000.0
13036,PJC,2019-12-31,829331880.0
13037,PJT,2019-12-31,1588202685.330391
13038,PK,2019-12-31,9706930239.0
13039,PKBK,2019-12-31,229923926.78214598
13040,PKD,2019-12-31,421438627.5
13041,PKE,2019-12-01,324016700.617
13042,PKG,2019-12-31,12389687273.503334
13043,PKI,2019-12-29,12401144915.712
13044,PKI.TO,2019-12-31,10679297620.0
13045,PKKW,2019-12-31,44463150.45
13046,PKO,2019-12-31,499066737.968
13047,PKOH,2019-12-31,919895024.6
13048,PKTEA.NS,2019-09-30,520457000.0
13049,PKTX,2019-12-31,24684074.569
13050,PKX,2019-12-31,8808770868593.43
13051,PL.TO,2019-12-31,611247730.0
13052,PL8.AX,2019-06-30,342241105.0
13053,PLAB,2020-02-02,699261390.0
13054,PLAG,2019-12-31,14642092.540000003
13055,PLAN,2020-01-31,7543193580.0
13056,PLAN.SW,2019-12-31,-25674000.0
13057,PLASTIBLEN.NS,2019-09-30,4967817197.673535
13058,PLAY,2020-02-02,1999887453.25884
13059,PLAZ.L,2019-12-31,-1126000.0
13060,PLBC,2019-12-31,99567934.83700001
13061,PLC.TO,2019-12-31,1032839294.74
13062,PLCE,2020-02-01,1003397639.798
13063,PLD,2019-12-31,73060987381.728
13064,PLG,2019-11-30,113592903.75
13065,PLI.L,2019-09-30,0.0
13066,PLM,2019-12-31,259570690.0
13067,PLMR,2019-12-31,1151818187.5
13068,PLNT,2019-12-31,7305208080.000001
13069,PLOW,2019-12-31,1462306660.0
13070,PLP.L,2019-12-31,150000000.0
13071,PLPC,2019-12-31,328894739.99
13072,PLSE,2019-12-31,272538580.0
13073,PLT,2019-12-31,2551227560.0
13074,PLUG,2019-12-31,1156748355.16
13075,PLUN.DE,2019-12-31,1197696765.712
13076,PLUS,2019-12-31,1276044813.32
13077,PLUS.L,2019-12-31,-292900000.0
13078,PLX,2019-12-31,94475922.72
13079,PLXP,2019-12-31,30176543.980000004
13080,PLXS,2020-01-04,2290909100.0
13081,PLYA,2019-12-31,2105900734.8
13082,PLYM,2019-12-31,633707139.494331
13083,PLZL.ME,2019-12-31,951949013500.0
13084,PM,2019-12-31,156584033776.0
13085,PM.SW,2019-12-31,32215000.0
13086,PMAG.DE,2019-12-31,283095000.0
13087,PMAG.SW,2019-12-31,283095000.0
13088,PMBC,2019-12-31,16186879.99999997
13089,PMD,2019-12-31,45826550.0
13090,PME,2019-12-31,316114014.25
13091,PME.AX,2019-06-30,2598476842.7999997
13092,PME.TO,2019-12-31,27100511.0
13093,PMG.L,2019-12-31,-22280000.0
13094,PMHG,2019-12-31,16805126.5
13095,PMI.L,2019-09-30,-19862000.0
13096,PMI.SW,2019-12-31,152055000000.0
13097,PMM,2019-10-31,389409459.0
13098,PMN.TO,2019-12-31,47634342.2
13099,PMO,2019-10-31,447187987.59999996
13100,PMO.L,2019-12-31,1995900000.0
13101,PMP.L,2019-12-31,7779000.0
13102,PMPG,2019-12-31,1704548.1015
13103,PMSB.ME,2019-12-31,-1079307000.0
13104,PMT,2019-12-31,2142698103.169
13105,PMT-PB,2019-12-31,65961000.0
13106,PMT.TO,2019-12-31,96033000.0
13107,PMTA.DE,2019-12-31,2685906400.0
13108,PMTS,2019-12-31,299197771.9
13109,PMTS.TO,2019-12-31,302116061.56
13110,PMV.AX,2019-07-31,-16643000.0
13111,PMX,2019-12-31,416423160.0
13112,PMY.AX,2019-06-30,228298431.85
13113,PN6.SW,2019-12-31,1239446999.995
13114,PNB.NS,2019-12-31,-764078611874.623
13115,PNBGILTS.NS,2019-09-30,123271794177.53636
13116,PNBHOUSING.NS,2019-09-30,54831101933.75
13117,PNBK,2019-12-31,142157921.2
13118,PNC,2019-12-31,101865312185.0
13119,PNC.AX,2019-06-30,243274866.8
13120,PNC.NS,2019-09-30,266357391.10000002
13121,PNCINFRA.NS,2019-09-30,75898084932.48987
13122,PNE.TO,2019-12-31,95515500.0
13123,PNE3.DE,2019-12-31,385756999.99999994
13124,PNFP,2019-12-31,7308128296.0
13125,PNHO.SW,2019-12-31,-7579822.0
13126,PNK,2018-06-30,2541597390.0
13127,PNL.AS,2019-12-31,1208958294.1399999
13128,PNL.AX,2019-06-30,90332988.2215
13129,PNL.L,2019-10-31,0.0
13130,PNM,2019-12-31,7261797579.874211
13131,PNN.AX,2019-06-30,1732260.1999999997
13132,PNN.L,2019-09-30,1713000000.0
13133,PNNT,2019-12-31,405696886.65000004
13134,PNNTG,2019-09-30,110628764.0
13135,PNP.TO,2019-12-31,7723604.92
13136,PNR,2019-12-31,8661933831.8
13137,PNRG,2019-12-31,354275019.24
13138,PNS.L,2019-12-31,51937000.0
13139,PNTG,2019-12-31,939090430.0
13140,PNTR,2019-06-30,117920350.0
13141,PNW,2019-12-31,15858121850.0
13142,PNX.AX,2019-06-30,6189883.341
13143,POAI,2019-12-31,17346085.08
13144,POD.AX,2019-06-30,10252894.887063999
13145,PODD,2019-12-31,11356566400.0
13146,PODDARHOUS.NS,2019-09-30,4383707550.86495
13147,PODDARMENT.NS,2019-09-30,2000873458.072575
13148,POG.L,2019-12-31,562410000.0
13149,POH1.DE,2019-11-30,29723280000.0
13150,POKARNA.NS,2019-09-30,4181534509.8585343
13151,POL,2019-12-31,3175351076.8999996
13152,POL.L,2019-12-31,-281000.0
13153,POLA,2019-12-31,22365092.779999997
13154,POLN.SW,2019-12-31,-75322388.0
13155,POLR.L,2019-09-30,-23449000.0
13156,POLX.L,2019-12-31,-1961869.0
13157,POLY.L,2019-12-31,1265000000.0
13158,POLY.ME,2019-12-31,1265000000.0
13159,POLYCAB.NS,2019-12-31,145279749252.5
13160,POLYMED.NS,2019-09-30,21541005341.04907
13161,POLYPLEX.NS,2019-09-30,20548082677.08244
13162,POM.PA,2019-12-31,74585000.0
13163,POM.SW,2019-12-31,3595943537.73974
13164,POM.TO,2019-12-31,350479034.4
13165,PONNIERODE.NS,2019-09-30,977977413.398422
13166,POOL,2019-12-31,8988006060.235
13167,POPE,2019-12-31,519939000.0
13168,POR,2019-12-31,7556243999.429
13169,PORF.AS,2019-12-31,10985000.0
13170,POS.L,2019-12-31,-4481000.0
13171,POST,2019-12-31,13439870000.0
13172,POTN,2019-12-31,19300983.8944
13173,POU.TO,2019-12-31,1635015360.0
13174,POW.L,2019-09-30,-171000.0
13175,POW.TO,2019-12-31,24961235000.000004
13176,POWERGRID.NS,2019-09-30,2399683194919.839
13177,POWERMECH.NS,2019-09-30,15999533805.869568
13178,POWI,2019-12-31,2731934687.708
13179,POWL,2019-12-31,448803883.2279999
13180,POWW,2019-12-31,52408146.65
13181,POXEL.PA,2019-12-31,-37187000.0
13182,PPAP.NS,2019-09-30,2824334391.633336
13183,PPBI,2019-12-31,2320025957.567296
13184,PPBN,2012-12-31,-33890000.0
13185,PPC,2019-12-29,10211525000.0
13186,PPC.L,2019-12-31,19212000.0
13187,PPCB,2019-12-31,3541300.0
13188,PPDF,2019-06-30,515301863.2374
13189,PPE.AX,2019-06-30,209807724.94
13190,PPG,2019-12-31,35473131185.0
13191,PPG.AX,2019-06-30,178656770.98000002
13192,PPG.L,2019-10-31,0.0
13193,PPH.AX,2019-03-31,193820681.4263
13194,PPH.L,2019-12-31,517137000.0
13195,PPHI,2019-12-31,20293477.0
13196,PPIH,2020-01-31,76054440.0
13197,PPIX.L,2019-12-31,-1090000.0
13198,PPL,2019-12-31,49093971348.744995
13199,PPL.AX,2019-06-30,1118542.69
13200,PPL.NS,2019-09-30,1447339771.9645889
13201,PPL.TO,2019-12-31,43181619024.7
13202,PPLN,2019-12-31,356620375000.0
13203,PPLT,2019-12-31,0.0
13204,PPP.L,2019-12-31,51617.0
13205,PPR.TO,2019-12-31,119325250.0
13206,PPS.AX,2019-06-30,143754000.46
13207,PPS.L,2019-12-31,63841000.0
13208,PPSI,2019-12-31,11969020.0
13209,PPX,2019-12-31,39888179840.0
13210,PPX.DE,2019-12-31,874700000.0
13211,PQEFF,2019-11-30,38850567.506
13212,PQG,2019-12-31,4152469802.16
13213,PRA,2019-12-31,2053482906.236
13214,PRAA,2019-12-31,4337142900.0
13215,PRABHAT.NS,2019-09-30,-4070532339.82526
13216,PRADIP.NS,2019-09-30,14320544244.75
13217,PRAENG.NS,2019-09-30,1836271335.5
13218,PRAH,2019-12-31,7992853100.0
13219,PRAJIND.NS,2019-09-30,21779720138.90909
13220,PRAKASH.NS,2019-09-30,9293119535.16969
13221,PRAKASHSTL.NS,2019-09-30,43369078.0
13222,PRAN,2018-12-31,0.0
13223,PRAXIS.NS,2019-09-30,1637518471.0511992
13224,PRC.PA,2019-12-31,138000.0
13225,PRCP,2019-12-31,47996500.0
13226,PRD.L,2019-12-31,808690.0
13227,PRDO,2019-12-31,1195233570.0
13228,PREC.PA,2019-12-31,-15622000.0
13229,PRECAM.NS,2019-09-30,5932902673.783803
13230,PRECOT.NS,2019-09-30,1494836220.0
13231,PRECWIRE.NS,2019-09-30,3750509950.630508
13232,PRED,2019-12-31,216506695.54
13233,PREM.L,2019-12-31,-40000.0
13234,PREMEXPLN.NS,2019-09-30,2097607528.956717
13235,PREMIER.NS,2019-09-30,682079575.0
13236,PREMIERPOL.NS,2019-09-30,491139979.2
13237,PRES.L,2019-09-30,-2208000.0
13238,PRESSMN.NS,2019-09-30,807603711.2
13239,PRESTIGE.NS,2019-09-30,155120520856.21695
13240,PRFN.ME,2019-12-31,394679000.0
13241,PRFN.SW,2019-12-31,105000.0
13242,PRFT,2019-12-31,1501040770.0
13243,PRG,2019-12-31,3521585297.432
13244,PRG.DE,2019-12-31,292244804974.0
13245,PRGO,2019-12-31,10107818000.0
13246,PRGS,2019-11-30,2025952730.236
13247,PRGX,2019-12-31,132155960.0
13248,PRI,2019-12-31,6715342677.058001
13249,PRICOLLTD.NS,2019-09-30,4231308407.532432
13250,PRIM,2019-12-31,1353645720.0
13251,PRIM.L,2019-12-31,-45000.0
13252,PRIMESECU.NS,2019-09-30,1008277821.839933
13253,PRK,2019-12-31,1713479320.5232
13254,PRKA,2019-12-29,12517630.0
13255,PRKR,2019-12-31,11134640.0
13256,PRLB,2019-12-31,2594033780.7999997
13257,PRLE,2019-12-31,11494202.8
13258,PRLX,2019-12-31,16557173.58
13259,PRM.L,2019-12-31,-799000.0
13260,PRM.TO,2019-12-31,25795616.0
13261,PRMB.ME,2019-12-31,-6020909000.0
13262,PRMW,2019-12-28,-104462273.2392
13263,PRMW.TO,2019-12-31,3419926360.0
13264,PRN,2015-04-30,105457497.75
13265,PRN.TO,2019-12-31,263448797.25
13266,PRNB,2019-12-31,1947798743.38
13267,PRO,2019-12-31,2358117800.0
13268,PROAC.PA,2020-01-31,-985000.0
13269,PROF,2019-12-31,153119039.0
13270,PROL.PA,2019-12-31,6865000.0
13271,PROS,2019-12-31,856774140.0
13272,PROSEED.NS,2019-09-30,791054000.0
13273,PROV,2019-12-31,246714370.0
13274,PROX.BR,2019-12-31,10269222768.64
13275,PROZONINTU.NS,2019-09-30,3455649698.0
13276,PRP.L,2019-09-30,-3037000.0
13277,PRPH,2019-12-31,22382540.0
13278,PRPL,2019-12-31,125968820.00000001
13279,PRPO,2019-12-31,16975509.799999997
13280,PRQ.TO,2019-12-31,13100630.0
13281,PRQR,2019-12-31,370565893.04
13282,PRSC,2019-12-31,707306020.58
13283,PRSI,2019-12-31,172527988.60254902
13284,PRSM.L,2019-10-31,-16900000.0
13285,PRSMJOHNSN.NS,2019-09-30,54929748271.05532
13286,PRSP,2019-12-31,6588083761.69
13287,PRSR.L,2019-12-31,-74962000.0
13288,PRSS,2018-09-30,16291900.0
13289,PRT,2019-09-30,96784142.60000001
13290,PRT.AX,2019-06-30,84654712.115
13291,PRTA,2019-12-31,255846510.0
13292,PRTC.L,2019-12-31,-102272000.0
13293,PRTH,2019-12-31,646024181.15
13294,PRTHU,2019-12-31,486351000.0
13295,PRTK,2019-12-31,294598507.12
13296,PRTK.ME,2019-12-31,-3538676000.0
13297,PRTO,2019-09-30,-4285113.38
13298,PRTS,2019-12-28,84486320.0
13299,PRTY,2019-12-31,1887891022.88
13300,PRU,2019-12-31,43087617198.6
13301,PRU.DE,2019-12-31,124000000.0
13302,PRU.L,2019-12-31,124000000.0
13303,PRU.TO,2019-12-31,1244978800.0
13304,PRV.L,2019-11-30,-4014000.0
13305,PRVB,2019-12-31,670685900.0
13306,PRVL,2019-12-31,358571023.86
13307,PRX.AS,2019-09-30,85993011910.70277
13308,PRZM,2017-09-30,3671947.52
13309,PS,2019-12-31,2147988767.2530003
13310,PSA,2019-12-31,38629354900.681
13311,PSA.AX,2019-12-31,21591493.005999997
13312,PSAN.DE,2019-12-31,287349477.126659
13313,PSAT.PA,2019-12-31,224000.0
13314,PSB,2019-12-31,4461081792.804999
13315,PSB-PZ,2019-12-31,-62786000.0
13316,PSB.NS,2019-12-31,-52013987872.0
13317,PSB.PA,2019-12-31,2371000.0
13318,PSD.TO,2019-12-31,133014034.98
13319,PSDL.L,2019-12-31,-42414000.0
13320,PSDO,2019-09-30,2101664512.8
13321,PSEC,2019-12-31,2228571606.84
13322,PSH.AS,2019-12-31,-1222846586.0
13323,PSH.L,2019-12-31,-1222846586.0
13324,PSHD.L,2018-06-30,4604089595.30706
13325,PSHG,2019-12-31,9158033.68
13326,PSI.AX,2019-06-30,539172918.7099999
13327,PSI.TO,2019-12-31,940145340.0
13328,PSIX,2019-12-31,276598429.70000005
13329,PSK.TO,2019-12-31,3499854000.0
13330,PSL,2015-04-30,151688994.1
13331,PSL.AX,2019-06-30,75858412.07528201
13332,PSL.NS,2019-09-30,44043564492.5
13333,PSM.DE,2019-12-31,5476300000.0
13334,PSM.SW,2019-12-31,5793700000.0
13335,PSMT,2019-11-30,2263353919.446
13336,PSN,2019-12-31,4184014760.0
13337,PSN.L,2019-12-31,-843900000.0
13338,PSNL,2019-12-31,285094451.40000004
13339,PSO,2019-12-31,-437000000.0
13340,PSON.L,2019-12-31,386000000.0
13341,PSPN.SW,2019-12-31,8144714512.807346
13342,PSPPROJECT.NS,2019-09-30,18795335436.75
13343,PSSL.L,2019-12-31,-70884000.0
13344,PSSR,2020-01-31,16975057.32
13345,PSTG,2020-02-02,4721777760.0
13346,PSTI,2019-12-31,55455331.06
13347,PSTL,2019-12-31,186269746.964264
13348,PSTV,2019-12-31,2821411.1999999993
13349,PSTVZ,2019-12-31,-5832159.879999999
13350,PSV,2019-12-31,151675197.599
13351,PSX,2019-12-31,59763439901.328
13352,PSXP,2019-12-31,17275105252.143
13353,PT,2019-12-31,1240586567.6
13354,PTAC,2019-12-31,212055850.0
13355,PTAL.L,2019-12-31,24415579000.0
13356,PTB.AX,2019-06-30,60833264.502704
13357,PTC,2019-12-28,9654391864.309
13358,PTC.NS,2019-09-30,26160489512.244583
13359,PTCT,2019-12-31,2742888196.06
13360,PTD.L,2019-12-31,146000.0
13361,PTE,2019-12-31,76161984.4
13362,PTEC.L,2019-12-31,264046000.0
13363,PTEN,2019-12-31,2826068500.0
13364,PTEO,2019-12-31,737457.0
13365,PTF,2015-04-30,54219510.0
13366,PTGX,2019-12-31,171443406.79999998
13367,PTH,2015-04-30,233685000.0
13368,PTI,2019-12-31,-19063285.32
13369,PTIX,2019-12-31,13950373.931899998
13370,PTL.AX,2019-06-30,39266683.57
13371,PTL.NS,2019-09-30,2332374675.852778
13372,PTLA,2019-12-31,2182456298.4399996
13373,PTM.AX,2019-06-30,2861416213.28
13374,PTM.TO,2019-11-30,138789280.5
13375,PTMN,2019-12-31,94888305.16000001
13376,PTN,2019-12-31,91780921.76000002
13377,PTNR,2020-01-06,607033600.0
13378,PTON,2019-12-31,7418484973.2
13379,PTR,2019-12-31,1148787137773.44
13380,PTR.L,2019-12-31,-345532.0
13381,PTRO.L,2019-12-31,-739000.0
13382,PTS.TO,2019-12-31,192170415.46
13383,PTSI,2019-12-31,580581660.0
13384,PTVCA,2019-12-31,-10096351000.0
13385,PTVCB,2019-12-31,184291175.7
13386,PTX.AX,2019-06-30,-82363.0850000009
13387,PTY.L,2019-12-31,-4116000.0
13388,PU11.L,2019-08-31,-2000.0
13389,PU12.L,2019-08-31,-22000.0
13390,PU13.L,2019-08-31,-2236000.0
13391,PUB,2019-12-31,763116038.139994
13392,PUB.PA,2019-12-31,873000000.0
13393,PUBC,2019-11-30,83609492.4
13394,PUI,2015-04-30,29250000.0
13395,PUK,2018-12-31,15056323604.7107
13396,PULM,2019-12-31,-5836266.98
13397,PUM.DE,2019-12-31,9729826002.452631
13398,PUM.SW,2019-12-31,9154352618.0
13399,PUMP,2019-12-31,1112916500.0
13400,PUNJABCHEM.NS,2019-09-30,6752823741.93856
13401,PUNJLLOYD.NS,2014-03-31,26141009251.404255
13402,PUR.L,2019-12-31,16859632187.0
13403,PURE,2020-01-31,34951536.88
13404,PURP.L,2019-10-31,-41600000.0
13405,PURVA.NS,2019-09-30,17461087487.962067
13406,PVAC,2019-12-31,1006304100.0
13407,PVBC,2019-12-31,189520563.95
13408,PVCS.L,2019-12-31,-8608000.0
13409,PVEG,2019-12-31,399854.46
13410,PVG,2019-12-31,2504279831.8
13411,PVG.L,2019-09-30,3164000.0
13412,PVG.TO,2019-12-31,3074114300.2999997
13413,PVH,2020-02-02,8558659854.000001
13414,PVL,2019-12-31,-55847.0
13415,PVL.PA,2019-09-30,120889000.0
13416,PVN.L,2019-08-31,-41167000.0
13417,PVNC,2020-01-31,12658263.5
13418,PVR.L,2019-12-31,-710000.0
13419,PVR.NS,2019-09-30,99147824946.72415
13420,PVTL,2019-11-01,3408232650.0
13421,PW,2019-12-31,25613186.0
13422,PWCO,2019-12-31,28269635.470000003
13423,PWFL,2019-12-31,204561820.0
13424,PWG.PA,2019-12-31,-11562000.0
13425,PWN.AX,2019-06-30,2778710.0
13426,PWO.DE,2019-12-31,149508735.685484
13427,PWOD,2019-12-31,368592269.119968
13428,PWR,2019-12-31,7140918524.123
13429,PWVI,2019-12-31,3143730.54
13430,PX,2018-09-30,56141214550.0
13431,PXC.L,2019-12-31,589409.0
13432,PXD,2019-12-31,26785419170.0
13433,PXI,2015-04-30,168504003.4
13434,PXLW,2019-12-31,143153400.0
13435,PXS,2019-12-31,85947945.788
13436,PXS.AX,2019-06-30,66131199.44500001
13437,PXS.L,2019-09-30,-173263.0
13438,PXT.TO,2019-12-31,2943178450.0
13439,PYC.L,2019-12-31,-434000.0
13440,PYDS,2019-03-31,-1716225.0
13441,PYG.AX,2019-03-31,-6347364.0
13442,PYPL,2019-12-31,124607580000.0
13443,PYPL.SW,2019-12-31,128890000000.0
13444,PYX,2019-12-31,1492521040.0
13445,PYZ,2015-04-30,51300000.0
13446,PZA.TO,2019-12-31,363495986.52
13447,PZC,2019-12-31,255138010.0
13448,PZC.L,2019-11-30,136800000.0
13449,PZG,2019-12-31,24562276.885
13450,PZN,2019-12-31,100816511.16
13451,PZQA.IR,2019-12-31,-710000.0
13452,PZS.DE,2019-12-31,65951016.61
13453,PZZA,2019-12-29,2358133231.785
13454,QADA,2020-01-31,927404870.433
13455,QADB,2020-01-31,621816452.0
13456,QB7.DE,2019-12-31,-400494089.57
13457,QBAK,2019-12-31,6589750.0
13458,QBIO,2019-11-30,36016819.8
13459,QCCO,2015-09-30,22294450.0
13460,QCOM,2019-12-29,105317370000.00002
13461,QCOM.SW,2019-12-29,87434000000.0
13462,QCRH,2019-12-31,733177769.352703
13463,QD,2019-12-31,1726722869.5
13464,QDEL,2019-12-31,3101767250.0
13465,QDT.PA,2020-01-31,495600000.0
13466,QEC.TO,2019-12-31,83291680.0
13467,QEP,2019-12-31,2919400000.0
13468,QES,2019-12-31,100197060.0
13469,QFG.BR,2019-12-31,-8878626.0
13470,QFI.L,2019-12-31,-3778000.0
13471,QFIN,2019-12-31,-482133348.96000004
13472,QFY.AX,2019-06-30,71732684.075
13473,QGEN,2019-12-31,8780732064.0
13474,QGEN.SW,2019-12-31,9782869377.767
13475,QHC,2019-12-31,1258620237.12
13476,QHYG,2019-12-31,17877466.8
13477,QIA.DE,2019-12-31,7864381221.04772
13478,QIWI,2019-12-31,-39354714628.99014
13479,QIWI.ME,2019-12-31,34109085285.0
13480,QKLS,2015-12-31,61325601.2
13481,QLGN,2019-12-31,47556769.99999999
13482,QLT.L,2019-12-31,-1116000000.0
13483,QLYS,2019-12-31,3164121110.0
13484,QMCI,2019-12-31,14565738.660000002
13485,QMCO,2019-12-31,429476280.0
13486,QNBC,2019-12-31,174474086.595334
13487,QNST,2019-12-31,711024340.0
13488,QNTA,2019-12-31,29400504.860000003
13489,QNTO,2019-12-31,48411040.0
13490,QPRC,2019-12-31,10662946.174600001
13491,QQ.L,2019-09-30,-200700000.0
13492,QQQX,2019-12-31,953317078.36
13493,QRF.BR,2019-12-31,87463000.0
13494,QRHC,2019-12-31,34627995.0
13495,QRON,2019-12-31,6297244.72
13496,QRT.L,2019-12-31,-15621000.0
13497,QRTEA,2019-12-31,10245880000.0
13498,QRTEB,2019-12-31,10270840000.0
13499,QRVO,2019-12-28,14311112200.0
13500,QSC.DE,2019-12-31,64757600.0
13501,QSEP,2019-12-31,50341188.96
13502,QSII,2018-06-30,62916000.0
13503,QSMG,2020-01-31,184770.36000000002
13504,QSR,2019-12-31,29330460000.0
13505,QSR.TO,2019-12-31,34894440000.0
13506,QTG.AX,2019-06-30,390706.86
13507,QTM.AX,2019-06-30,25336015.566
13508,QTNA,2019-03-31,-40750000.0
13509,QTNT,2019-12-31,850594715.9499999
13510,QTRH,2019-03-31,-47494000.0
13511,QTRH.TO,2019-12-31,107457345.95999998
13512,QTRX,2019-12-31,562798309.63
13513,QTS,2019-12-31,4057680356.9100003
13514,QTS-PA,2019-12-31,31223000.0
13515,QTS-PB,2019-12-31,1390536000.0
13516,QTT,2019-12-31,1755269392.6
13517,QTWO,2019-12-31,4245962040.0
13518,QTX.L,2019-12-31,-6789000.0
13519,QTXB,2019-12-31,1699487.9057
13520,QUAD,2019-12-31,1254234000.0
13521,QUE.AX,2019-06-30,1277748.584
13522,QUESS.NS,2019-09-30,66232959023.578186
13523,QUICKHEAL.NS,2019-09-30,9766706962.066084
13524,QUIK,2019-12-29,41945160.2
13525,QUIZ.L,2019-09-30,-7161000.0
13526,QUMU,2019-12-31,20931560.0
13527,QUOT,2019-12-31,820145780.0
13528,QURE,2019-12-31,2831334816.96
13529,QURT,2019-12-31,29844030.5
13530,QVCC,2019-12-31,4910000000.0
13531,QVCD,2019-12-31,4558000000.0
13532,QVE.AX,2019-06-30,242773535.89999998
13533,QXT.L,2019-12-31,-16216000.0
13534,R,2019-12-31,10744749395.238316
13535,R3D.AX,2019-06-30,1115301.204
13536,R4E.L,2019-12-31,-4646000.0
13537,R66.DE,2019-12-31,55123837485.332
13538,R6C.DE,2019-12-31,246908976000.0
13539,RAA.DE,2019-12-31,8079121000.0
13540,RAA.SW,2019-12-31,7271851000.0
13541,RACE,2019-12-31,31753213985.126003
13542,RACE.SW,2019-12-31,29953969000.0
13543,RAD,2019-11-30,3769237600.0
13544,RADA,2019-12-31,185748811.12
13545,RADAAN.NS,2019-09-30,142652724.7
13546,RADICO.NS,2019-09-30,42153266945.0
13547,RADIOCITY.NS,2019-09-30,15874494351.321642
13548,RAI.L,2019-12-31,-21393000.0
13549,RAIL,2019-12-31,-30472880.540000007
13550,RAIN.NS,2019-12-31,95908943578.92365
13551,RAJESHEXPO.NS,2019-09-30,343023487752.6311
13552,RAJRAYON.NS,2019-09-30,293591700.0
13553,RAJSREESUG.NS,2019-09-30,2175116929.7
13554,RAJTV.NS,2019-09-30,2413057776.0
13555,RAL.PA,2019-12-31,4963200000.0
13556,RALLIS.NS,2019-09-30,37024833152.79458
13557,RAM.LS,2019-12-31,138548646.0
13558,RAMANEWS.NS,2019-09-30,3496377724.2
13559,RAMASTEEL.NS,2019-09-30,1129822133.588
13560,RAMCOCEM.NS,2019-09-30,197123454262.65714
13561,RAMCOIND.NS,2019-09-30,14852222301.5099
13562,RAMCOSYS.NS,2019-09-30,5823035300.0
13563,RAMKY.NS,2019-09-30,24196979669.0
13564,RAMP,2019-12-31,2476227110.0
13565,RAMSARUP.NS,2017-09-30,308622010.0
13566,RANASUG.NS,2019-09-30,1676856637.4
13567,RAND,2019-12-31,13460493.668366998
13568,RAND.AS,2019-12-31,9753852000.0
13569,RANEENGINE.NS,2019-09-30,2109837095.1210918
13570,RANEHOLDIN.NS,2019-09-30,14249064487.700665
13571,RAPT,2019-12-31,343810807.98
13572,RARE,2019-12-31,2035396747.75
13573,RARX,2019-12-31,1950010140.0
13574,RASP,2019-12-31,10639232.45
13575,RASP.ME,2019-12-31,-571000000.0
13576,RAT.L,2019-12-31,-1932997000.0
